Id,GPA,Gender,breakfast,calories_chicken,calories_day,calories_scone,coffee,comfort_food_reasons_coded,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories
1828,1.094103246,1,1,677,4,680,1,3,1,3,2,2,2,6,2,1,3,4,9,9,3,7,9,8,2,7,9,8,5,9,3,6,6,7,8,5,3,2,9,4,2,1,1,517,819,1,1,840
1829,3.231067199,2,1,555,3,577,1,4,5,4,5,6,1,7,1,8,9,2,9,6,9,8,7,9,5,2,6,9,6,4,3,1,7,6,1,5,3,3,7,1,2,1,2,681,311,4,1,1234
1830,1.870360618,2,1,536,4,487,1,1,3,9,7,3,2,4,5,5,6,7,3,4,1,4,8,6,1,2,2,9,9,5,3,7,5,9,8,7,1,1,3,1,2,2,1,238,870,3,2,1153
1831,1.650671059,1,2,659,4,727,2,2,2,6,2,5,1,3,8,4,3,8,2,8,2,8,4,3,4,7,5,1,2,4,3,1,1,4,8,5,3,9,9,4,2,1,1,626,809,3,1,1141
1832,3.731824012,1,2,770,3,598,2,4,5,6,5,7,1,8,7,3,5,9,3,7,1,5,6,8,8,8,7,2,3,3,1,8,8,9,1,9,3,8,4,2,2,1,1,1398,604,4,2,920
1833,2.365295666,1,1,765,2,740,2,4,3,8,2,1,2,6,5,1,6,6,9,6,7,1,9,5,1,4,2,2,6,6,9,9,7,4,3,3,6,7,2,8,1,1,1,154,847,1,2,494
1834,3.73543194,2,1,521,3,415,2,2,5,6,2,2,1,8,8,6,9,1,2,4,9,6,2,8,9,5,8,6,8,6,8,1,2,8,4,2,3,5,8,2,2,2,2,634,397,3,1,539
1835,3.712832895,2,2,519,3,498,1,3,4,6,2,7,1,2,2,8,7,4,6,1,3,6,5,9,4,5,2,4,7,4,1,2,1,1,3,1,6,9,9,2,2,2,1,578,788,3,2,1146
1836,2.15916187,2,1,696,2,801,2,3,2,9,9,6,2,9,6,1,1,4,3,4,8,6,5,5,4,6,8,4,3,6,6,9,1,8,4,4,3,6,2,1,2,1,2,440,860,4,2,1260
1837,3.36852726,2,2,594,4,447,2,4,5,8,7,8,1,7,3,3,5,2,9,9,5,4,9,7,5,9,1,2,6,6,6,3,5,1,3,8,2,6,5,2,1,2,2,1259,602,5,2,1005
1838,2.893086872,1,2,786,4,330,1,2,5,1,5,1,1,6,6,6,4,7,6,3,9,8,7,2,9,5,3,9,1,7,1,7,5,4,6,3,4,2,8,7,2,2,2,1229,435,1,2,690
1839,2.174232865,2,2,411,2,580,1,3,4,2,9,5,2,3,8,9,4,3,9,5,7,8,5,5,2,4,7,2,6,2,6,3,5,5,5,2,4,5,3,8,1,1,2,721,489,5,1,1076
1840,1.391445613,1,1,707,3,820,1,3,1,3,9,7,1,5,7,6,7,7,7,6,1,7,7,8,6,1,7,9,1,1,9,4,6,6,8,1,4,8,1,7,2,2,1,744,823,2,2,1062
1841,3.163903365,1,2,799,4,659,2,4,5,4,8,1,2,1,2,7,5,7,6,5,6,3,7,5,1,2,8,9,4,3,3,4,9,3,3,7,7,8,2,5,2,1,1,783,348,5,2,1179
1842,1.987145497,2,1,765,4,777,2,4,5,1,5,1,2,9,2,8,7,9,3,2,6,9,6,2,5,5,5,8,1,5,5,4,7,6,4,5,3,5,8,1,2,2,1,1202,362,5,2,1230
1843,2.461991296,2,2,522,4,316,2,3,5,8,2,1,2,1,5,1,3,1,2,3,8,3,4,3,8,1,7,5,9,6,2,6,8,5,1,5,8,5,3,6,1,2,2,292,520,2,1,543
1844,2.274065369,2,2,699,3,378,2,1,2,4,4,7,2,9,2,8,4,1,8,4,6,2,4,4,6,6,6,4,7,2,6,1,1,8,4,5,8,4,2,1,1,1,1,204,727,4,1,661
1845,3.399638643,2,1,715,3,713,1,5,2,7,5,1,1,7,8,9,9,8,1,5,6,8,7,5,2,5,3,8,8,8,7,2,2,7,5,3,8,2,1,5,1,2,2,835,255,4,1,1023
1846,1.372542321,1,1,462,4,506,1,2,2,5,2,6,1,8,2,7,6,6,3,4,4,6,8,4,7,8,3,7,4,3,8,2,4,2,2,4,9,8,9,3,1,1,2,136,800,3,1,617
1847,2.787018924,2,1,796,2,614,1,3,2,2,7,7,1,8,2,3,7,9,1,7,9,4,4,6,3,3,8,9,5,8,2,6,5,7,9,4,3,3,4,7,2,2,1,1285,825,5,2,734
1848,2.014201935,2,2,450,2,859,2,3,2,7,7,7,1,2,9,4,3,3,4,1,7,4,6,5,8,8,1,3,2,2,4,5,4,2,2,7,4,6,6,2,2,2,1,1407,271,2,2,1135
1849,3.417560899,2,1,501,3,877,2,1,4,3,7,6,1,7,7,7,1,2,4,3,4,5,7,8,2,9,5,5,4,2,8,2,8,9,9,7,8,4,6,8,2,2,1,1395,828,3,2,1346
1850,1.188627138,2,1,764,4,748,1,3,4,8,4,2,2,7,4,3,7,6,1,6,3,6,6,3,2,8,9,7,2,1,8,7,9,1,1,7,2,9,5,3,1,2,1,555,708,2,1,540
1851,1.63030117,1,2,521,4,660,2,2,1,3,7,6,2,7,7,5,8,7,3,4,5,6,8,7,2,3,4,1,3,3,9,8,2,1,1,5,5,2,9,4,1,1,2,260,783,5,1,1237
1852,1.432209535,2,1,606,3,802,2,1,5,4,3,8,1,6,7,6,1,9,7,5,8,4,5,2,9,6,4,2,7,7,9,6,5,1,5,2,4,6,3,6,2,1,2,836,757,2,1,1067
1853,2.199674809,2,1,413,2,317,2,1,3,1,9,5,2,1,5,9,3,6,8,8,7,2,3,5,8,4,3,4,6,6,3,3,2,9,7,2,8,3,8,2,2,1,2,253,284,4,1,670
1854,3.520255507,2,1,498,4,369,2,1,2,6,4,6,2,2,4,7,3,4,1,6,3,9,7,4,9,1,3,6,9,2,5,4,1,7,9,6,3,1,8,3,2,1,2,369,763,5,1,1151
1855,3.258516533,2,1,471,2,606,1,2,5,5,9,7,1,1,9,8,5,6,8,3,8,6,3,1,8,6,8,7,8,4,8,1,7,5,5,6,1,4,7,1,1,1,1,693,479,1,1,1363
1856,2.937723164,2,1,774,3,414,1,5,4,4,1,3,2,9,8,4,8,4,1,2,3,8,3,6,7,2,3,9,1,6,9,1,9,4,1,1,5,2,7,9,1,1,1,954,786,3,2,572
1857,2.750885887,1,1,652,3,729,1,3,2,2,2,5,1,7,8,4,5,8,6,3,5,6,3,9,1,8,1,4,2,2,3,3,7,2,1,6,7,4,3,2,2,1,1,1392,317,1,2,1199
1858,3.290357825,2,2,431,3,375,1,5,1,2,4,6,2,7,4,9,3,3,6,1,4,6,6,6,3,5,1,4,7,1,4,1,3,1,2,3,1,5,2,8,1,2,2,1317,749,2,1,837
1859,3.469846107,1,1,769,3,706,1,2,2,2,4,8,1,3,9,5,7,2,6,6,8,1,2,5,4,6,9,8,8,1,3,3,8,8,1,1,4,5,8,6,2,2,2,195,693,4,2,1139
1860,2.810508385,1,2,744,4,326,1,4,5,6,9,6,2,7,9,9,2,9,1,2,5,4,3,2,6,1,4,3,6,1,5,8,4,2,5,1,3,1,7,8,2,2,1,397,495,4,1,490
1861,2.732407707,1,1,719,3,878,1,1,3,4,8,7,2,9,8,7,9,5,2,8,7,4,4,4,4,1,4,8,4,7,9,9,2,4,1,4,8,7,6,4,2,2,2,258,848,2,1,1275
1862,3.765675661,2,1,433,3,612,1,3,3,1,4,5,1,3,5,4,1,1,8,1,8,6,9,9,3,1,2,4,5,5,6,5,7,2,8,5,3,8,5,4,1,1,2,458,809,2,1,471
1863,1.533658115,1,2,707,4,677,2,1,1,5,7,4,1,8,5,4,8,5,7,8,1,7,6,5,1,1,7,5,8,1,5,3,6,5,1,2,4,2,6,9,1,1,2,530,386,5,2,983
1864,3.558546548,1,1,653,4,552,1,4,3,3,3,7,1,5,6,2,2,7,3,6,8,5,6,6,8,2,7,7,6,8,5,6,6,5,5,5,4,7,2,6,1,1,2,1289,621,5,1,496
1865,3.483665316,1,2,462,2,347,2,2,2,1,1,8,2,4,8,8,2,2,2,9,1,5,6,4,4,7,8,6,2,5,8,9,6,2,7,8,5,5,1,2,1,1,1,150,424,4,1,980
1866,3.401721046,2,1,460,3,357,1,3,3,8,4,1,1,7,5,6,5,4,3,1,6,9,2,4,7,7,9,6,5,7,6,3,6,9,7,3,9,1,2,1,1,2,2,933,324,5,2,1336
1867,3.786183898,2,2,444,2,545,1,1,5,4,8,5,2,4,9,4,1,3,3,9,4,6,3,9,7,4,3,5,6,7,3,7,6,4,1,7,2,9,1,9,2,2,1,1250,455,1,2,1391
1868,3.144739884,2,1,727,3,671,1,3,3,8,2,8,2,2,6,5,9,3,4,3,7,2,1,8,4,6,6,8,4,4,7,4,7,9,8,8,9,8,9,5,2,2,2,1199,649,2,2,1182
1869,1.680401698,2,1,703,3,416,1,3,4,6,6,7,1,6,1,2,8,8,3,2,6,5,9,8,5,8,5,5,5,1,3,4,7,6,3,3,9,2,6,3,1,2,2,1328,302,2,1,1378
1870,1.103733622,1,1,599,3,358,1,2,3,7,1,2,2,2,6,2,3,6,4,3,9,8,9,6,6,6,1,3,6,5,4,4,4,1,6,3,2,8,2,3,1,2,1,987,483,5,1,496
1871,3.47637962,1,1,588,2,464,2,2,3,5,8,8,1,9,9,7,4,6,4,1,3,9,7,6,2,2,6,1,3,2,3,7,8,9,7,1,9,5,7,3,2,1,2,237,663,1,2,664
1872,3.656003673,2,1,497,4,846,1,3,5,8,8,5,1,3,8,4,8,3,3,1,4,4,4,6,1,4,7,9,2,4,2,7,3,5,3,4,2,3,3,8,2,1,1,591,694,4,1,660
1873,2.132003841,1,2,474,4,540,2,1,5,3,6,3,1,3,3,4,4,3,1,6,7,2,4,2,8,6,9,8,6,3,4,5,1,1,1,6,7,2,5,6,1,1,2,661,682,4,1,696
1874,1.920715634,2,1,529,2,879,1,1,3,3,7,5,2,6,1,8,8,1,4,1,9,9,6,6,3,8,2,9,2,6,1,3,4,6,6,7,9,5,9,6,1,1,2,1472,840,1,1,1299
1875,1.190318654,1,1,548,3,799,1,5,1,9,8,6,2,5,5,6,3,3,6,2,9,2,6,4,4,2,5,4,7,3,1,8,5,8,3,9,4,2,8,6,2,1,1,1251,490,2,2,960
1876,1.416869954,1,1,639,2,849,1,5,5,2,6,4,1,5,4,2,4,3,6,9,2,5,8,5,7,3,7,3,8,6,5,4,2,9,2,6,5,2,3,1,1,1,2,1167,433,1,2,861
1877,1.455623718,1,2,414,4,688,1,4,3,7,6,5,1,9,9,5,4,4,9,9,9,6,4,6,9,6,9,3,9,1,5,3,7,4,1,4,4,6,7,4,2,1,1,1050,406,4,1,703
1878,2.202801122,2,2,728,2,372,2,5,3,4,8,1,2,5,7,5,4,3,3,4,3,2,8,7,8,7,3,2,2,1,5,7,6,4,8,9,2,1,3,8,2,1,1,758,556,1,2,1043
1879,3.39816144,1,2,544,2,597,2,3,5,8,8,4,2,3,9,9,8,4,5,7,9,2,4,2,5,9,7,8,3,1,4,8,6,8,4,3,1,5,2,1,1,1,2,1154,348,1,2,662
1880,3.463479424,2,1,547,4,598,2,3,2,2,2,7,2,4,7,5,9,7,5,5,7,1,5,4,4,8,9,3,3,9,3,4,4,9,1,2,6,3,2,9,1,1,1,1360,817,4,2,587
1881,3.753064545,2,2,584,2,874,2,4,2,1,7,3,1,3,1,8,9,4,6,5,5,7,8,2,6,3,3,4,1,2,6,3,5,2,5,4,8,9,3,2,1,1,1,404,729,4,1,1061
1882,2.890987388,2,1,727,4,506,2,1,5,7,6,4,2,8,3,9,9,4,2,3,8,2,5,1,3,3,3,4,9,8,4,2,9,4,4,3,3,8,9,8,2,1,1,861,431,5,1,972
1883,2.910769861,2,2,781,2,787,1,1,2,3,8,2,1,6,4,5,7,5,1,2,8,5,6,8,6,7,5,9,2,1,9,4,2,6,5,8,4,5,1,4,2,1,2,986,261,1,1,1097
1884,1.629421279,1,2,692,2,430,2,1,4,2,7,2,1,2,6,4,7,9,6,7,1,3,6,1,1,5,8,4,3,3,9,4,3,2,3,5,8,3,5,4,1,2,2,207,355,5,2,1171
1885,2.547969479,2,1,795,4,730,2,1,2,5,8,7,2,3,4,9,5,7,2,1,9,9,8,8,4,2,8,1,7,3,3,3,3,5,7,4,4,2,9,6,1,2,2,1239,427,1,1,872
1886,2.014683054,1,2,571,2,835,1,4,3,6,2,1,2,3,8,3,7,8,7,5,5,1,6,3,2,4,8,4,3,4,7,2,3,1,5,5,2,1,6,2,1,1,2,437,606,2,1,580
1887,1.722692019,1,1,611,3,541,1,1,5,7,6,4,1,8,8,4,8,2,3,3,1,5,9,1,3,3,3,2,6,3,9,7,1,7,1,4,5,2,1,2,1,2,2,720,775,4,2,667
1888,3.274634333,1,1,739,3,881,1,3,2,6,6,5,2,8,4,2,2,6,7,5,8,1,2,4,1,9,8,2,4,1,3,3,2,8,2,1,2,4,6,3,1,2,1,1120,308,5,2,976
1889,3.660346163,2,2,766,3,353,1,3,1,6,3,6,1,4,2,2,8,5,3,9,7,1,6,1,6,1,7,4,8,3,5,2,9,4,1,8,4,7,5,7,2,2,1,288,519,5,2,487
1890,2.897910346,1,1,411,4,503,1,4,2,4,4,3,1,7,6,5,4,1,2,5,2,4,2,1,1,9,5,8,7,6,3,5,4,5,5,1,8,4,5,9,1,2,2,690,305,3,2,511
1891,2.36403834,2,2,780,2,358,1,1,2,2,3,8,1,9,9,3,2,9,4,5,2,1,1,5,1,5,4,8,2,6,1,9,7,8,9,6,7,8,7,4,1,2,2,512,790,3,2,634
1892,2.023371734,1,1,579,2,624,2,3,5,8,7,8,1,9,5,2,4,9,5,5,5,3,7,4,5,4,3,2,4,2,7,2,3,3,4,8,5,3,2,9,2,2,2,1225,844,1,1,807
1893,3.353184925,1,1,714,2,438,2,1,2,1,6,5,1,2,2,7,2,4,2,5,1,7,5,2,7,1,8,5,1,8,9,8,6,6,2,3,6,4,2,6,2,1,1,582,283,3,1,846
1894,1.338838306,1,2,677,2,474,2,1,4,6,1,5,1,9,1,8,4,9,6,5,1,5,6,7,7,1,7,1,7,4,8,6,2,8,4,4,2,7,1,6,2,2,1,855,887,5,2,647
1895,1.456952907,2,2,502,3,463,1,1,4,8,6,8,2,1,5,2,3,9,4,3,2,1,3,2,5,7,4,2,8,3,7,1,9,5,7,3,9,8,3,6,2,1,2,372,549,2,1,955
1896,2.460259616,1,1,712,3,730,1,1,3,4,4,3,2,4,7,2,2,2,2,3,7,7,5,5,7,2,4,3,4,3,5,8,8,4,7,6,6,1,5,1,2,2,2,465,309,1,1,981
1897,2.376916766,2,2,779,4,726,1,2,5,5,5,2,1,8,2,8,4,3,2,8,1,6,3,7,9,1,5,5,1,3,4,1,3,6,5,9,3,5,9,6,1,2,1,1159,334,5,2,550
1898,1.412231809,2,1,477,3,323,1,3,5,4,9,6,1,4,2,3,3,3,8,8,1,8,8,3,8,2,5,8,2,6,1,8,9,4,6,9,4,1,2,8,1,1,1,779,457,5,2,547
1899,3.260714311,2,1,494,2,898,2,3,5,4,7,7,2,5,9,6,9,7,5,4,8,6,4,5,3,5,1,6,7,3,1,2,3,9,5,1,4,7,6,8,2,2,1,439,677,5,2,1223
1900,3.446945167,2,1,447,3,447,2,2,4,3,6,8,1,5,5,8,9,7,2,5,4,9,4,5,7,9,4,1,5,2,9,9,3,4,4,4,5,2,5,1,2,2,1,959,488,4,1,705
1901,2.872930328,1,2,696,2,818,1,5,1,6,9,8,1,8,5,7,4,4,1,2,1,9,3,3,1,1,6,8,8,3,7,7,1,7,1,2,7,6,1,7,1,2,1,1491,600,5,2,780
1902,2.151649453,2,2,647,3,619,1,2,4,1,6,3,1,4,8,8,2,3,7,7,4,1,8,5,4,5,1,6,8,8,7,1,4,5,2,3,1,1,7,2,1,1,2,118,757,3,1,1296
1903,3.693300369,1,2,754,3,530,1,2,5,4,5,2,2,3,1,1,7,9,7,5,7,7,3,9,8,2,3,2,9,3,6,2,6,2,4,5,8,9,1,8,1,2,2,1129,738,1,2,529
1904,2.774221779,1,1,440,3,598,1,1,1,4,8,3,2,6,6,4,8,4,7,5,1,9,2,6,3,5,5,2,4,5,6,1,1,8,4,4,8,8,7,7,1,2,2,1344,559,2,1,1222
1905,1.940870595,1,1,403,3,875,2,4,4,5,5,8,1,1,2,4,4,3,6,2,8,9,8,9,6,5,6,8,4,1,8,5,1,7,6,7,2,3,1,7,2,1,1,790,831,4,2,1383
1906,3.644950879,2,2,718,3,523,2,3,4,6,3,7,2,8,3,4,5,9,6,1,1,2,2,8,1,8,2,2,2,2,2,6,9,8,3,8,3,5,2,8,2,2,1,155,405,2,1,1151
1907,3.231030017,2,2,420,2,704,1,3,4,2,2,4,1,8,9,5,3,2,1,3,5,8,5,7,3,4,5,8,3,2,9,6,2,1,2,8,2,8,1,8,1,2,2,472,636,2,2,844
1908,3.934768172,2,2,723,4,666,2,4,2,9,2,6,2,8,8,2,8,7,8,3,1,4,4,9,5,2,8,9,9,3,6,8,1,4,3,6,2,6,3,1,2,1,2,429,545,3,2,1340
1909,3.754244477,1,1,502,4,671,1,3,3,5,2,7,1,3,4,8,1,5,3,2,6,5,8,4,5,5,8,8,9,6,1,5,7,3,9,9,6,4,4,2,1,1,2,167,884,2,2,797
1910,2.539426331,2,1,692,2,375,2,4,4,8,8,7,1,3,5,1,4,8,2,2,1,6,2,7,1,8,5,1,5,6,6,2,1,4,3,9,8,6,3,6,1,1,1,854,526,3,2,1058
1911,1.356478495,1,2,613,3,523,1,4,1,8,7,6,2,8,6,9,9,6,4,2,7,2,1,3,5,4,2,7,7,6,9,7,1,4,8,6,2,5,9,5,1,1,1,344,433,1,2,889
1912,2.775447494,1,2,694,4,873,2,4,2,3,5,7,2,4,7,6,7,3,3,8,6,5,6,6,4,9,1,2,6,3,8,7,9,5,6,7,7,6,9,2,1,2,2,485,465,4,2,1322
1913,1.836784561,1,1,503,3,687,1,2,2,2,5,5,2,7,6,2,1,6,4,9,5,8,1,5,7,8,2,2,8,9,3,8,6,5,1,2,4,9,7,1,1,1,2,1432,339,1,1,1090
1914,3.705918581,2,1,408,4,806,2,2,2,1,9,4,1,9,1,6,6,9,8,6,7,8,7,8,7,1,6,5,6,4,5,8,4,6,5,3,5,2,4,4,2,2,2,193,337,5,2,1289
1915,2.838559107,2,2,768,3,317,2,2,1,3,8,6,1,7,1,6,6,9,8,9,5,9,3,6,3,8,1,5,8,3,7,5,4,5,1,9,5,5,5,4,2,1,2,980,775,4,1,774
1916,1.437794872,2,2,420,2,891,2,1,5,7,6,3,1,7,2,3,5,6,4,5,4,7,8,2,8,5,5,6,4,9,8,1,6,1,5,1,1,6,6,1,2,1,1,471,576,2,1,743
1917,2.737244551,2,2,647,2,677,2,2,1,9,9,4,1,4,4,8,9,1,9,4,9,2,7,4,7,3,8,3,4,5,9,7,1,8,4,5,7,4,2,9,2,2,1,1124,444,5,1,922
1918,3.745235546,1,2,748,2,667,1,3,4,8,7,8,2,9,5,4,1,4,2,3,5,3,9,9,3,7,2,1,5,8,7,7,6,8,4,1,7,6,4,9,1,2,2,1151,534,4,1,1390
1919,3.455290362,2,1,592,4,362,2,1,1,6,4,6,1,9,7,3,3,4,1,5,3,4,7,7,9,7,9,7,2,5,3,5,6,3,1,7,4,1,8,7,2,1,1,1295,870,1,1,1334
1920,3.520848449,1,2,790,3,659,1,4,3,9,6,1,2,4,5,3,8,4,1,4,8,6,8,3,1,6,2,5,2,2,6,3,9,1,1,4,2,3,4,2,2,1,1,485,333,4,2,537
1921,1.596971728,1,1,777,2,539,2,4,1,3,9,6,2,6,5,5,9,8,8,7,5,4,7,9,2,1,2,5,3,9,2,5,7,6,3,2,3,5,6,6,1,1,2,288,795,2,2,776
1922,2.8137113,1,1,691,4,747,1,1,1,8,3,3,2,4,8,1,1,6,3,7,8,4,1,7,9,4,6,1,8,7,1,5,9,1,5,4,6,3,1,7,2,1,2,762,354,2,1,723
1923,3.412386289,2,2,670,2,632,1,1,3,3,5,8,1,1,1,1,1,9,6,7,4,5,9,8,6,7,2,5,3,2,4,5,5,4,5,1,8,5,8,6,2,2,1,1036,681,3,2,847
1924,1.257716052,2,2,405,4,591,2,1,3,5,2,3,1,3,5,9,2,4,1,5,9,3,3,2,3,8,9,9,4,4,8,3,2,4,7,2,4,7,2,8,2,2,2,146,255,4,2,786
1925,1.539802243,2,2,648,4,585,2,4,1,5,3,2,1,9,9,9,9,9,7,8,1,3,1,7,1,5,4,2,8,2,1,6,5,1,8,8,3,5,8,7,2,2,1,1175,664,4,2,1392
1926,1.212932364,2,1,608,2,432,2,1,1,1,9,8,1,6,9,5,5,4,4,4,3,9,4,3,8,8,5,1,9,2,2,1,7,6,1,5,5,7,8,4,2,1,1,749,647,3,1,1091
1927,2.866565154,1,2,556,2,840,2,3,3,8,7,2,2,5,6,8,1,8,7,9,2,9,8,5,7,9,5,4,4,9,8,3,6,4,9,8,1,1,4,7,2,2,2,481,504,5,2,823
1928,1.062057342,1,1,541,4,528,2,4,2,1,5,1,1,3,2,2,5,2,2,5,1,8,7,5,1,7,1,4,9,9,8,2,3,7,5,1,7,1,6,8,1,2,1,435,497,3,2,946
1929,2.812402756,1,1,473,2,761,1,3,4,9,2,2,2,2,8,6,3,2,3,2,9,1,3,8,8,6,9,8,3,9,3,3,1,2,8,7,4,3,4,9,2,1,2,779,760,4,2,1395
1930,1.703565387,2,1,440,2,830,1,3,4,4,6,2,2,4,4,8,3,2,2,1,7,2,3,7,1,6,1,6,8,7,6,2,4,6,6,5,2,5,1,2,2,2,1,677,483,2,1,928
1931,1.800472144,2,1,436,3,510,1,4,4,2,8,3,2,7,4,9,5,7,1,4,3,9,1,6,9,8,6,6,8,2,5,4,1,5,4,3,5,2,8,1,1,1,2,510,433,2,2,568
1932,1.391551129,1,1,429,4,642,1,1,3,2,8,5,1,8,1,9,1,5,8,6,4,9,7,1,4,7,2,8,8,3,5,5,2,4,6,8,7,2,3,8,1,1,1,835,624,4,1,665
1933,2.145528559,1,2,726,2,416,2,4,1,7,3,2,2,7,7,6,3,4,1,7,7,2,4,3,5,8,3,8,5,2,3,7,3,8,4,6,4,2,2,6,2,2,1,647,431,4,1,456
1934,3.626100768,2,1,492,4,439,2,4,5,5,7,2,1,1,7,2,6,2,2,6,5,3,9,8,3,5,8,1,4,3,7,7,8,5,1,4,5,3,4,8,2,2,1,201,288,2,1,1034
1935,2.899679158,1,1,754,3,708,1,4,2,5,7,1,1,6,9,8,8,3,2,8,5,1,2,1,5,5,1,9,7,4,3,3,2,4,6,4,6,2,1,2,1,2,1,739,680,2,1,510
1936,3.790720774,1,1,649,4,782,2,5,2,5,4,4,1,4,6,9,7,2,9,2,2,7,4,3,7,9,6,6,1,6,7,8,2,6,8,2,8,3,2,6,1,1,2,1323,627,1,1,994
1937,1.134646295,2,2,709,4,864,2,5,2,2,6,4,2,4,7,1,3,2,9,8,7,7,9,5,9,6,4,9,8,3,2,4,8,4,5,8,2,1,2,9,1,2,1,1449,855,4,2,881
1938,1.896374032,2,1,738,3,837,1,3,3,3,1,2,1,9,8,6,1,7,8,7,5,2,6,6,9,8,9,6,7,7,4,6,3,5,2,3,7,6,3,1,2,2,1,1179,766,1,2,911
1939,1.156427148,2,2,614,2,373,1,4,3,2,8,3,1,9,4,2,5,2,1,4,3,8,4,7,7,4,7,2,8,9,2,1,3,1,3,1,8,8,5,1,1,2,1,789,765,1,1,1046
1940,2.431657211,2,1,419,3,848,2,1,4,1,4,8,2,4,3,8,3,6,5,5,8,8,4,4,5,8,3,4,1,4,4,3,2,1,1,8,9,6,6,2,2,1,2,381,715,2,2,1163
1941,3.540584065,1,2,579,2,877,1,5,5,1,1,3,2,4,3,1,5,9,3,3,3,6,9,1,7,8,1,2,7,7,6,7,5,7,4,5,4,4,1,5,2,1,2,598,294,3,1,829
1942,1.189196438,1,1,704,3,695,2,3,4,2,9,1,1,2,7,9,4,7,6,5,8,3,3,5,9,8,4,2,9,7,8,3,7,9,1,2,4,3,5,4,1,1,2,127,519,1,2,1145
1943,1.875061862,1,1,787,2,372,2,3,4,1,1,1,1,3,2,7,6,1,3,7,4,3,5,3,4,6,1,3,5,5,3,8,4,2,3,4,3,8,4,3,2,2,2,957,478,4,2,1097
1944,3.627711297,1,2,759,2,323,2,3,4,7,5,6,2,4,3,3,7,1,1,3,9,4,2,8,1,3,5,4,2,4,8,8,4,2,5,1,3,7,3,7,1,1,1,1257,508,5,1,1008
1945,1.904724008,2,1,567,2,309,2,4,5,1,9,2,1,1,3,7,7,1,8,1,1,9,4,2,5,8,4,6,2,1,6,7,3,2,7,7,3,1,1,7,1,2,1,1008,821,5,2,703
1946,2.917355244,2,1,510,2,790,2,3,2,9,6,8,2,8,9,9,9,8,4,4,2,9,5,6,2,4,7,1,1,9,8,8,6,2,6,2,5,3,4,9,1,2,2,1137,519,3,1,1244
1947,1.238457272,2,2,409,2,511,2,2,3,8,9,6,1,7,4,5,5,3,5,7,2,7,6,2,4,2,4,4,3,4,7,5,6,3,3,8,3,5,5,5,2,2,1,179,306,5,1,1090
1948,2.539108671,2,2,581,2,782,1,4,1,6,6,7,2,6,8,2,8,7,1,5,1,6,2,4,9,1,1,6,1,2,5,4,8,9,1,6,7,2,8,1,1,1,1,1085,799,1,1,1064
1949,3.457317429,1,1,758,3,716,1,1,1,2,8,1,1,8,7,2,6,5,7,7,8,4,6,3,8,3,2,1,8,4,8,2,5,7,2,3,1,8,9,4,1,1,1,1188,650,1,2,715
1950,1.452630246,2,1,783,4,324,2,3,5,2,4,7,1,1,8,4,1,4,5,5,4,7,5,9,2,7,4,7,8,2,4,2,4,2,3,4,3,8,6,6,2,1,2,1261,824,5,1,513
1951,2.814555795,1,1,556,3,477,1,5,5,7,2,5,1,2,8,9,3,2,7,4,9,8,2,6,5,6,1,3,8,7,6,5,3,5,2,8,7,1,2,6,1,2,1,973,753,3,1,1108
1952,2.851314527,1,2,683,3,765,2,4,5,9,6,3,2,1,9,5,6,8,5,7,7,3,2,4,5,4,1,7,8,4,1,1,3,7,9,3,4,9,4,8,2,2,1,539,588,5,2,724
1953,2.690195088,2,2,704,2,346,2,5,2,6,7,2,1,1,3,7,1,7,5,2,6,9,8,5,2,9,6,5,6,6,3,2,3,1,9,6,6,6,4,1,2,2,1,1106,540,2,1,1119
1954,3.248178443,2,2,675,2,868,2,3,4,6,7,8,1,2,3,2,9,2,2,1,3,3,9,6,2,5,8,5,3,6,7,4,1,8,4,9,5,6,7,3,2,2,1,467,663,1,1,959
1955,3.576510828,2,1,589,4,317,2,5,3,8,1,4,1,9,7,8,2,5,3,4,2,8,2,4,1,6,7,5,8,2,9,3,9,1,7,4,4,6,8,3,2,2,1,1155,645,5,2,1160
1956,2.834942632,1,1,614,3,416,1,1,3,5,8,3,2,1,7,7,6,5,6,5,7,3,6,4,5,5,5,1,9,9,8,7,4,3,7,7,3,3,4,2,1,1,2,373,800,1,1,506
1957,1.035498157,2,2,526,3,662,1,3,1,3,2,7,2,1,6,2,6,4,3,7,9,3,5,5,2,6,1,3,9,9,6,8,9,2,2,2,8,7,5,8,2,1,2,1255,773,4,1,1368
1958,3.125373056,2,1,412,3,306,1,3,1,5,7,1,2,4,4,2,7,3,1,6,8,1,8,8,3,5,6,6,1,6,3,2,6,4,1,6,4,3,2,7,2,2,1,1471,824,2,1,1195
1959,3.891628352,2,1,641,2,442,1,4,1,8,7,7,2,8,4,9,7,7,4,9,4,2,3,9,2,3,3,9,7,5,1,9,2,5,5,7,3,1,5,7,2,1,1,599,615,3,1,798
